2025-07-04 18:02:32,557 - absl - WARNING - You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. 
2025-07-04 18:02:33,771 - root - INFO - Epoch 0; CER: 0.9941078424453735; WER: 1.0; char_f1: 0.025853769853711128; loss: nan; val_CER: 0.9924070239067078; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:02:49,636 - root - INFO - Epoch 1; CER: 0.9887294173240662; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9884188175201416; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:03:05,530 - root - INFO - Epoch 2; CER: 0.9871942400932312; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9870899319648743; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:03:21,415 - root - INFO - Epoch 3; CER: 0.9864667654037476; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9864246249198914; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:03:37,413 - root - INFO - Epoch 4; CER: 0.9860414862632751; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9860248565673828; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:03:53,710 - root - INFO - Epoch 5; CER: 0.9857630729675293; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9857584834098816; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:04:09,709 - root - INFO - Epoch 6; CER: 0.9855661988258362; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9855679273605347; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:04:25,707 - root - INFO - Epoch 7; CER: 0.9854198098182678; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9854248762130737; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:04:41,693 - root - INFO - Epoch 8; CER: 0.9853065609931946; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9853134751319885; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:04:57,672 - root - INFO - Epoch 9; CER: 0.985216498374939; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9852246046066284; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:05:13,662 - root - INFO - Epoch 10; CER: 0.9851428866386414; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9851516485214233; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:05:29,664 - root - INFO - Epoch 11; CER: 0.9850818514823914; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9850908517837524; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:05:45,630 - root - INFO - Epoch 12; CER: 0.9850301146507263; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9850392937660217; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:06:01,610 - root - INFO - Epoch 13; CER: 0.9849863648414612; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9849954843521118; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:06:17,598 - root - INFO - Epoch 14; CER: 0.9849476218223572; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9849565625190735; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:06:33,724 - root - INFO - Epoch 15; CER: 0.9849133491516113; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9849219918251038; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
