2025-07-04 16:37:44,984 - absl - WARNING - You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. 
2025-07-04 16:37:45,394 - root - INFO - Epoch 0; CER: 0.9918230772018433; WER: 1.0; char_f1: 0.027898022904992104; loss: nan; val_CER: 0.9905807375907898; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 16:38:01,226 - root - INFO - Epoch 1; CER: 0.9877139925956726; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.987505316734314; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 16:38:17,004 - root - INFO - Epoch 2; CER: 0.9865416288375854; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9864809513092041; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 16:38:34,162 - root - INFO - Epoch 3; CER: 0.9859864711761475; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9859683513641357; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 16:38:50,687 - root - INFO - Epoch 4; CER: 0.9856609106063843; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9856597185134888; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 16:39:06,892 - root - INFO - Epoch 5; CER: 0.9854480028152466; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9854539632797241; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 16:39:23,585 - root - INFO - Epoch 6; CER: 0.9852975010871887; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.985306978225708; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 16:39:40,020 - root - INFO - Epoch 7; CER: 0.9851853251457214; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9851963520050049; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 16:39:56,488 - root - INFO - Epoch 8; CER: 0.985098659992218; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9851106405258179; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 16:40:13,442 - root - INFO - Epoch 9; CER: 0.9850299954414368; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9850419759750366; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 16:40:29,554 - root - INFO - Epoch 10; CER: 0.9849737286567688; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9849856495857239; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 16:40:46,776 - root - INFO - Epoch 11; CER: 0.9849271178245544; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9849387407302856; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 16:41:03,190 - root - INFO - Epoch 12; CER: 0.9848874807357788; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9848988652229309; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 16:41:19,163 - root - INFO - Epoch 13; CER: 0.984853982925415; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9848650097846985; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 16:41:35,576 - root - INFO - Epoch 14; CER: 0.9848243594169617; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9848350286483765; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 16:41:52,074 - root - INFO - Epoch 15; CER: 0.9847979545593262; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9848081469535828; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
