2025-07-04 18:09:20,197 - absl - WARNING - You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. 
2025-07-04 18:09:21,405 - root - INFO - Epoch 0; CER: 0.9948294758796692; WER: 1.0; char_f1: 0.025493020191788673; loss: nan; val_CER: 0.9929838180541992; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:09:37,603 - root - INFO - Epoch 1; CER: 0.9890497326850891; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9887070059776306; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:09:54,803 - root - INFO - Epoch 2; CER: 0.9874001145362854; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9872820377349854; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:10:13,287 - root - INFO - Epoch 3; CER: 0.9866185188293457; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.986568808555603; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:10:31,951 - root - INFO - Epoch 4; CER: 0.9861614108085632; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9861400723457336; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:10:49,526 - root - INFO - Epoch 5; CER: 0.985862135887146; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9858543276786804; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:11:06,501 - root - INFO - Epoch 6; CER: 0.9856507778167725; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9856501221656799; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:11:24,664 - root - INFO - Epoch 7; CER: 0.9854933619499207; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9854966402053833; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:11:41,016 - root - INFO - Epoch 8; CER: 0.9853718280792236; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9853774905204773; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:11:57,927 - root - INFO - Epoch 9; CER: 0.9852756261825562; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9852827787399292; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:12:14,532 - root - INFO - Epoch 10; CER: 0.9851970076560974; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9852048754692078; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:12:30,958 - root - INFO - Epoch 11; CER: 0.9851313233375549; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9851396083831787; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:12:47,391 - root - INFO - Epoch 12; CER: 0.9850761294364929; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.985084593296051; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:13:03,756 - root - INFO - Epoch 13; CER: 0.9850288033485413; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9850374460220337; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:13:20,355 - root - INFO - Epoch 14; CER: 0.9849873781204224; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9849957227706909; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
2025-07-04 18:13:39,995 - root - INFO - Epoch 15; CER: 0.9849507808685303; WER: 1.0; char_f1: 0.02597402036190033; loss: nan; val_CER: 0.9849589467048645; val_WER: 1.0; val_char_f1: 0.021072791889309883; val_loss: nan
